id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1385578569045270528,1385578569045270528,2021-04-23 18:27:28 IST,2021-04-23,18:27:28,+0530,475524030,wallstjesus,JE$US,,Industrials face lower earnings risk from tax reform — GS  https://t.co/TxKw116k4o,en,[],[],['https://pbs.twimg.com/media/EzqQXXvXsAA3frX.jpg'],0,3,10,[],[],https://twitter.com/WallStJesus/status/1385578569045270528,False,,1,https://pbs.twimg.com/media/EzqQXXvXsAA3frX.jpg,,,,,,,[],,,,
1385577859478077440,1385577859478077440,2021-04-23 18:24:39 IST,2021-04-23,18:24:39,+0530,475524030,wallstjesus,JE$US,,Jefferies reiterates $SNAP top idea following earnings ..  https://t.co/w8n9Hteu9j,en,[],[],['https://pbs.twimg.com/media/EzqPuGTXMAEB70N.jpg'],0,3,19,[],['snap'],https://twitter.com/WallStJesus/status/1385577859478077440,False,,1,https://pbs.twimg.com/media/EzqPuGTXMAEB70N.jpg,,,,,,,[],,,,
1385577480099188742,1385577480099188742,2021-04-23 18:23:08 IST,2021-04-23,18:23:08,+0530,475524030,wallstjesus,JE$US,,BMO on $AMZN ..  https://t.co/gWWOYgPFbU,en,[],[],['https://pbs.twimg.com/media/EzqPYB_XIAAv_bN.jpg'],0,2,29,[],['amzn'],https://twitter.com/WallStJesus/status/1385577480099188742,False,,1,https://pbs.twimg.com/media/EzqPYB_XIAAv_bN.jpg,,,,,,,[],,,,
1385577401770549248,1385577401770549248,2021-04-23 18:22:50 IST,2021-04-23,18:22:50,+0530,475524030,wallstjesus,JE$US,,CS raises PT on $GOOGL ..  https://t.co/n8hNTMGqKX,en,[],[],['https://pbs.twimg.com/media/EzqPTdyWEAIHo_i.jpg'],1,3,21,[],['googl'],https://twitter.com/WallStJesus/status/1385577401770549248,False,,1,https://pbs.twimg.com/media/EzqPTdyWEAIHo_i.jpg,,,,,,,[],,,,
1385567661770354688,1385567661770354688,2021-04-23 17:44:07 IST,2021-04-23,17:44:07,+0530,475524030,wallstjesus,JE$US,,BofA’s Hartnett 👇🏻  https://t.co/U3pcJiOcbB,no,[],[],['https://pbs.twimg.com/media/EzqGcbKWUAcX_4f.jpg'],0,1,12,[],[],https://twitter.com/WallStJesus/status/1385567661770354688,False,,1,https://pbs.twimg.com/media/EzqGcbKWUAcX_4f.jpg,,,,,,,[],,,,
1385438330997837824,1385438330997837824,2021-04-23 09:10:12 IST,2021-04-23,09:10:12,+0530,475524030,wallstjesus,JE$US,,Jefferies sees robust post-pandemic future (and double-digit growth) for video games $ATVI $EA $TTWO  https://t.co/frBmMzDecL  https://t.co/IDeoKKAMo9,en,[],['https://seekingalpha.com/news/3684940-jefferies-sees-robust-post-pandemic-future-and-double-digit-growth-for-videogames'],['https://pbs.twimg.com/media/EzoQ0HGXIAMKy6W.jpg'],2,2,35,[],"['atvi', 'ea', 'ttwo']",https://twitter.com/WallStJesus/status/1385438330997837824,False,,1,https://pbs.twimg.com/media/EzoQ0HGXIAMKy6W.jpg,,,,,,,[],,,,
1385432821813100548,1385432821813100548,2021-04-23 08:48:19 IST,2021-04-23,08:48:19,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/vTkvyVbryE,und,[],[],['https://pbs.twimg.com/media/EzoLzyHX0AYTk0r.jpg'],0,3,21,[],[],https://twitter.com/WallStJesus/status/1385432821813100548,False,,1,https://pbs.twimg.com/media/EzoLzyHX0AYTk0r.jpg,,,,,,,[],,,,
1385432691361861632,1385432691361861632,2021-04-23 08:47:48 IST,2021-04-23,08:47:48,+0530,475524030,wallstjesus,JE$US,,🔮  https://t.co/whjkDpIyyX,und,[],[],['https://pbs.twimg.com/media/EzoLsB8XMAAdwZU.jpg'],1,4,18,[],[],https://twitter.com/WallStJesus/status/1385432691361861632,False,,1,https://pbs.twimg.com/media/EzoLsB8XMAAdwZU.jpg,,,,,,,[],,,,
1385432269347827713,1385432269347827713,2021-04-23 08:46:07 IST,2021-04-23,08:46:07,+0530,475524030,wallstjesus,JE$US,,Equity Positioning vs ISM  https://t.co/uVTD9pksqi,en,[],[],['https://pbs.twimg.com/media/EzoLTkNXoAEJoeo.jpg'],1,4,14,[],[],https://twitter.com/WallStJesus/status/1385432269347827713,False,,1,https://pbs.twimg.com/media/EzoLTkNXoAEJoeo.jpg,,,,,,,[],,,,
1385412315231686659,1385412315231686659,2021-04-23 07:26:50 IST,2021-04-23,07:26:50,+0530,475524030,wallstjesus,JE$US,,BofA Private clients 4-wk ETF flows  https://t.co/6YKDICawuq,en,[],[],['https://pbs.twimg.com/media/Ezn5KHWXsAAUm-w.jpg'],0,2,13,[],[],https://twitter.com/WallStJesus/status/1385412315231686659,False,,1,https://pbs.twimg.com/media/Ezn5KHWXsAAUm-w.jpg,,,,,,,[],,,,
1385412090639364096,1385411982673817603,2021-04-23 07:25:56 IST,2021-04-23,07:25:56,+0530,475524030,wallstjesus,JE$US,,Stocks &amp; bonds  https://t.co/IRsu4ut0rV,en,[],[],['https://pbs.twimg.com/media/Ezn49BEX0AEKDmF.jpg'],0,0,8,[],[],https://twitter.com/WallStJesus/status/1385412090639364096,False,,1,https://pbs.twimg.com/media/Ezn49BEX0AEKDmF.jpg,,,,,,,[],,,,
1385411982673817603,1385411982673817603,2021-04-23 07:25:31 IST,2021-04-23,07:25:31,+0530,475524030,wallstjesus,JE$US,,Weekly equity fund flows  https://t.co/v5TByQnoU4,en,[],[],['https://pbs.twimg.com/media/Ezn42ttX0AApxWj.jpg'],1,1,7,[],[],https://twitter.com/WallStJesus/status/1385411982673817603,False,,1,https://pbs.twimg.com/media/Ezn42ttX0AApxWj.jpg,,,,,,,[],,,,
1385411373786619905,1385411373786619905,2021-04-23 07:23:05 IST,2021-04-23,07:23:05,+0530,475524030,wallstjesus,JE$US,,Inflow to Value stocks👇🏻  https://t.co/trPdwTVMMm,en,[],[],['https://pbs.twimg.com/media/Ezn4TTYXEAMxDnI.jpg'],3,5,32,[],[],https://twitter.com/WallStJesus/status/1385411373786619905,False,,1,https://pbs.twimg.com/media/Ezn4TTYXEAMxDnI.jpg,,,,,,,[],,,,
1385410623132078081,1385410623132078081,2021-04-23 07:20:06 IST,2021-04-23,07:20:06,+0530,475524030,wallstjesus,JE$US,,Asset Class Quilt of Total Returns  https://t.co/2yQp4JhbHA,en,[],[],['https://pbs.twimg.com/media/Ezn3njVWQAMIPQb.jpg'],2,4,38,[],[],https://twitter.com/WallStJesus/status/1385410623132078081,False,,1,https://pbs.twimg.com/media/Ezn3njVWQAMIPQb.jpg,,,,,,,[],,,,
1385406908463452167,1385406908463452167,2021-04-23 07:05:21 IST,2021-04-23,07:05:21,+0530,475524030,wallstjesus,JE$US,,#ARK TRADES👇🏻  https://t.co/cubeaKGCJc,en,[],[],['https://pbs.twimg.com/media/Ezn0PSXXsAUDYXz.jpg'],6,5,44,['ark'],[],https://twitter.com/WallStJesus/status/1385406908463452167,False,,1,https://pbs.twimg.com/media/Ezn0PSXXsAUDYXz.jpg,,,,,,,[],,,,
1385361256266223634,1385361256266223634,2021-04-23 04:03:56 IST,2021-04-23,04:03:56,+0530,475524030,wallstjesus,JE$US,,📌  https://t.co/vqn0Pjdh9Q,und,[],[],['https://pbs.twimg.com/media/EznKuFmWUAAhhnR.jpg'],1,2,7,[],[],https://twitter.com/WallStJesus/status/1385361256266223634,False,,1,https://pbs.twimg.com/media/EznKuFmWUAAhhnR.jpg,,,,,,,[],,,,
1385360900195065857,1385360859506135041,2021-04-23 04:02:32 IST,2021-04-23,04:02:32,+0530,475524030,wallstjesus,JE$US,,📊  https://t.co/Z6ubQhnnmc,und,[],[],['https://pbs.twimg.com/media/EznKZUnXMAERCMt.jpg'],0,0,8,[],[],https://twitter.com/WallStJesus/status/1385360900195065857,False,,1,https://pbs.twimg.com/media/EznKZUnXMAERCMt.jpg,,,,,,,[],,,,
1385360859506135041,1385360859506135041,2021-04-23 04:02:22 IST,2021-04-23,04:02:22,+0530,475524030,wallstjesus,JE$US,,"eCommerce growth decelerates again, slows to 15% Y/Y on tougher comps  https://t.co/ltV4FOot5f",en,[],[],['https://pbs.twimg.com/media/EznKW2eX0A4Cqes.jpg'],2,3,28,[],[],https://twitter.com/WallStJesus/status/1385360859506135041,False,,1,https://pbs.twimg.com/media/EznKW2eX0A4Cqes.jpg,,,,,,,[],,,,
1385355365328596992,1385355365328596992,2021-04-23 03:40:32 IST,2021-04-23,03:40:32,+0530,475524030,wallstjesus,JE$US,,$KHC downgraded to Neutral at OPCO,en,[],[],[],1,2,9,[],['khc'],https://twitter.com/WallStJesus/status/1385355365328596992,False,,0,,,,,,,,[],,,,
1385355053884755968,1385355053884755968,2021-04-23 03:39:18 IST,2021-04-23,03:39:18,+0530,475524030,wallstjesus,JE$US,,$ATVI assumed with BUY &amp; $120 PT,en,[],[],[],1,2,22,[],['atvi'],https://twitter.com/WallStJesus/status/1385355053884755968,False,,0,,,,,,,,[],,,,
1385354844022661123,1385354844022661123,2021-04-23 03:38:28 IST,2021-04-23,03:38:28,+0530,475524030,wallstjesus,JE$US,,$ZM Wolfe Initiates w/ a BUY &amp; $390 PT,en,[],[],[],1,3,29,[],['zm'],https://twitter.com/WallStJesus/status/1385354844022661123,False,,0,,,,,,,,[],,,,
1385354627747651584,1385354627747651584,2021-04-23 03:37:36 IST,2021-04-23,03:37:36,+0530,475524030,wallstjesus,JE$US,,"$CRM Wolfe initiates w/ a BUY, $270 PT",en,[],[],[],0,1,18,[],['crm'],https://twitter.com/WallStJesus/status/1385354627747651584,False,,0,,,,,,,,[],,,,
1385354311375458304,1385354311375458304,2021-04-23 03:36:21 IST,2021-04-23,03:36:21,+0530,475524030,wallstjesus,JE$US,,$SPOT Jefferies initiates at BUY &amp; $360 PT,en,[],[],[],0,2,18,[],['spot'],https://twitter.com/WallStJesus/status/1385354311375458304,False,,0,,,,,,,,[],,,,
1385354009419059201,1385354009419059201,2021-04-23 03:35:09 IST,2021-04-23,03:35:09,+0530,475524030,wallstjesus,JE$US,,$PLAN Wolfe Research Initiates with an Outperform rating &amp; $75 PT,en,[],[],[],0,1,10,[],['plan'],https://twitter.com/WallStJesus/status/1385354009419059201,False,,0,,,,,,,,[],,,,
1385341145404911616,1385341145404911616,2021-04-23 02:44:02 IST,2021-04-23,02:44:02,+0530,475524030,wallstjesus,JE$US,,"That’s ok, it’s very easy, just close your eyes/ears if you don’t find any value ..   but good look on your hunt for them flawless stock calls ..",en,[],[],[],3,1,19,[],[],https://twitter.com/WallStJesus/status/1385341145404911616,False,https://twitter.com/ridethewavebrah/status/1385337376843706373,0,,,,,,,,[],,,,
1385339939106312192,1385336730090344449,2021-04-23 02:39:14 IST,2021-04-23,02:39:14,+0530,475524030,wallstjesus,JE$US,, https://t.co/kbdOmqUbI3,und,[],[],"['https://pbs.twimg.com/media/Ezm3VLkXMAAUTqT.jpg', 'https://pbs.twimg.com/media/Ezm3VLrWUAk6WKq.jpg']",0,0,4,[],[],https://twitter.com/WallStJesus/status/1385339939106312192,False,,1,https://pbs.twimg.com/media/Ezm3VLkXMAAUTqT.jpg,,,,,,,[],,,,
1385339712190169088,1385336730090344449,2021-04-23 02:38:20 IST,2021-04-23,02:38:20,+0530,475524030,wallstjesus,JE$US,,Sector Outperformance during decelerating US growth but improving global growth ..  https://t.co/Deyookmg1T,en,[],[],['https://pbs.twimg.com/media/Ezm3H_FXIAMXK8L.jpg'],1,0,12,[],[],https://twitter.com/WallStJesus/status/1385339712190169088,False,,1,https://pbs.twimg.com/media/Ezm3H_FXIAMXK8L.jpg,,,,,,,[],,,,
1385339190171340808,1385336730090344449,2021-04-23 02:36:15 IST,2021-04-23,02:36:15,+0530,475524030,wallstjesus,JE$US,,Global growth acceleration ...  https://t.co/3HPIWHyTke,en,[],[],['https://pbs.twimg.com/media/Ezm2poKXIAkYSAU.jpg'],1,0,5,[],[],https://twitter.com/WallStJesus/status/1385339190171340808,False,,1,https://pbs.twimg.com/media/Ezm2poKXIAkYSAU.jpg,,,,,,,[],,,,
1385338718391767045,1385336730090344449,2021-04-23 02:34:23 IST,2021-04-23,02:34:23,+0530,475524030,wallstjesus,JE$US,,Momentum &amp; Quality typically fare best as growth slows ...  https://t.co/uG3R9dplLK,en,[],[],['https://pbs.twimg.com/media/Ezm2OJGX0AId0Eu.jpg'],1,0,7,[],[],https://twitter.com/WallStJesus/status/1385338718391767045,False,,1,https://pbs.twimg.com/media/Ezm2OJGX0AId0Eu.jpg,,,,,,,[],,,,
1385338246620717059,1385336730090344449,2021-04-23 02:32:30 IST,2021-04-23,02:32:30,+0530,475524030,wallstjesus,JE$US,,The pace of economic growth is a key driver of equity market rotation ..  https://t.co/KhxItpRX0U,en,[],[],['https://pbs.twimg.com/media/Ezm1yt3XEAE0L8q.jpg'],1,0,6,[],[],https://twitter.com/WallStJesus/status/1385338246620717059,False,,1,https://pbs.twimg.com/media/Ezm1yt3XEAE0L8q.jpg,,,,,,,[],,,,
1385337593982824462,1385336730090344449,2021-04-23 02:29:55 IST,2021-04-23,02:29:55,+0530,475524030,wallstjesus,JE$US,,Equities often struggle in the short term when a strong rate of economic growth first begins to slow ..  https://t.co/hvrCih28Fi,en,[],[],['https://pbs.twimg.com/media/Ezm1MtaWEAEDJ6j.jpg'],1,0,5,[],[],https://twitter.com/WallStJesus/status/1385337593982824462,False,,1,https://pbs.twimg.com/media/Ezm1MtaWEAEDJ6j.jpg,,,,,,,[],,,,
1385337118482960387,1385336730090344449,2021-04-23 02:28:02 IST,2021-04-23,02:28:02,+0530,475524030,wallstjesus,JE$US,,"Peaking US growth, the global growth hand off &amp; rotations ..  https://t.co/54PKC6lkNP",en,[],[],['https://pbs.twimg.com/media/Ezm0xApXEAQDs6v.jpg'],1,0,9,[],[],https://twitter.com/WallStJesus/status/1385337118482960387,False,,1,https://pbs.twimg.com/media/Ezm0xApXEAQDs6v.jpg,,,,,,,[],,,,
1385336730090344449,1385336730090344449,2021-04-23 02:26:29 IST,2021-04-23,02:26:29,+0530,475524030,wallstjesus,JE$US,,Goldman’s Kostin on peak economic growth &amp; equity rotations👇🏻  https://t.co/701RvQahnu,en,[],[],['https://pbs.twimg.com/media/Ezm0aZcXMA0PTNZ.jpg'],3,8,38,[],[],https://twitter.com/WallStJesus/status/1385336730090344449,False,,1,https://pbs.twimg.com/media/Ezm0aZcXMA0PTNZ.jpg,,,,,,,[],,,,
1385312646694641666,1385312646694641666,2021-04-23 00:50:47 IST,2021-04-23,00:50:47,+0530,475524030,wallstjesus,JE$US,,$NEM 2023 LEAP SWEEPER IN THE MINER AHEAD OF NUMBERS ..,en,[],[],[],1,3,16,[],['nem'],https://twitter.com/WallStJesus/status/1385312646694641666,False,,0,,,,,,,,[],,,,
1385305381409378309,1385305381409378309,2021-04-23 00:21:55 IST,2021-04-23,00:21:55,+0530,475524030,wallstjesus,JE$US,,$NEWR OPENING BULL BET -- Put/Call: 1313/3282 == EARNINGS 5/13,en,[],[],[],0,0,3,[],['newr'],https://twitter.com/WallStJesus/status/1385305381409378309,False,,0,,,,,,,,[],,,,
1385302061252808708,1385302061252808708,2021-04-23 00:08:43 IST,2021-04-23,00:08:43,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/oDNCMoQVvQ,und,[],[],['https://pbs.twimg.com/media/EzmU4b_XsAAs0vf.jpg'],0,2,19,[],[],https://twitter.com/WallStJesus/status/1385302061252808708,False,,1,https://pbs.twimg.com/media/EzmU4b_XsAAs0vf.jpg,,,,,,,[],,,,
1385298919568125954,1385298919568125954,2021-04-22 23:56:14 IST,2021-04-22,23:56:14,+0530,475524030,wallstjesus,JE$US,,"* SOME BUYING IN A FEW SELECTIVE NAMES HERE AS ETF PROTECTION OFF THE HEADLINE DRIED UP ..  I MEAN, IT'S ALL F;N EARNINGS POSITIONING BUT WHATEVER ..",en,[],[],[],0,2,30,[],[],https://twitter.com/WallStJesus/status/1385298919568125954,False,,0,,,,,,,,[],,,,
1385297550140481538,1385297550140481538,2021-04-22 23:50:48 IST,2021-04-22,23:50:48,+0530,475524030,wallstjesus,JE$US,,$ADSK  SIZE BULL BET -- EARNINGS END OF MAY,en,[],[],[],1,0,13,[],['adsk'],https://twitter.com/WallStJesus/status/1385297550140481538,False,,0,,,,,,,,[],,,,
1385296952141750272,1385296952141750272,2021-04-22 23:48:25 IST,2021-04-22,23:48:25,+0530,475524030,wallstjesus,JE$US,,$SNOW BULL BET -- EARNINGS 5/5,en,[],[],[],0,1,18,[],['snow'],https://twitter.com/WallStJesus/status/1385296952141750272,False,,0,,,,,,,,[],,,,
1385292521178271747,1385292521178271747,2021-04-22 23:30:49 IST,2021-04-22,23:30:49,+0530,475524030,wallstjesus,JE$US,,"A “BIDEN TAPE BOMB” .. Ah, the good ole days @realDonaldTrump  https://t.co/tK6lP6s4Ep",en,"[{'screen_name': 'realdonaldtrump', 'name': 'donald j. trump', 'id': '25073877'}]",[],['https://pbs.twimg.com/media/EzmMNKCWYAQ31vu.jpg'],12,17,124,[],[],https://twitter.com/WallStJesus/status/1385292521178271747,False,,1,https://pbs.twimg.com/media/EzmMNKCWYAQ31vu.jpg,,,,,,,[],,,,
1385273177903927299,1385273177903927299,2021-04-22 22:13:57 IST,2021-04-22,22:13:57,+0530,475524030,wallstjesus,JE$US,,$TQQQ  Put/Call: 17k/30k,in,[],[],[],3,2,11,[],['tqqq'],https://twitter.com/WallStJesus/status/1385273177903927299,False,,0,,,,,,,,[],,,,
1385271533078188035,1385271533078188035,2021-04-22 22:07:25 IST,2021-04-22,22:07:25,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/ZtKoan2rA0,und,[],[],['https://pbs.twimg.com/media/Ezl5HdiWEAIQO0-.jpg'],0,0,25,[],[],https://twitter.com/WallStJesus/status/1385271533078188035,False,,1,https://pbs.twimg.com/media/Ezl5HdiWEAIQO0-.jpg,,,,,,,[],,,,
1385270501912756227,1385270501912756227,2021-04-22 22:03:19 IST,2021-04-22,22:03:19,+0530,475524030,wallstjesus,JE$US,,$NIO  Put/Call: 101k/284k,en,[],[],[],2,3,26,[],['nio'],https://twitter.com/WallStJesus/status/1385270501912756227,False,,0,,,,,,,,[],,,,
1385269571188371461,1385269571188371461,2021-04-22 21:59:37 IST,2021-04-22,21:59:37,+0530,475524030,wallstjesus,JE$US,,Key US Senators Make New Push To Attach Legislation To China Bill Allowing 'Tens Of Thousands' Of Self-Driving Vehicles On US Roads -Reuters,en,[],[],[],0,2,15,[],[],https://twitter.com/WallStJesus/status/1385269571188371461,False,,0,,,,,,,,[],,,,
1385269372608991240,1385269372608991240,2021-04-22 21:58:50 IST,2021-04-22,21:58:50,+0530,475524030,wallstjesus,JE$US,,"UPDATE: Michigan Senator Gary Peters, South Dakota Senator John Thune Submit Proposal That Would Grant National Highway Traffic Safety Admin. Power To Allow Up To 80K Self-Driving Vehicles Per Manufacturer On US Roads --- Reuters",en,[],[],[],1,1,15,[],[],https://twitter.com/WallStJesus/status/1385269372608991240,False,,0,,,,,,,,[],,,,
1385256433424474116,1385256433424474116,2021-04-22 21:07:25 IST,2021-04-22,21:07:25,+0530,475524030,wallstjesus,JE$US,,$FUBO  Put/Call: 14k/69k  https://t.co/z8O8dgbxUG,en,[],[],['https://pbs.twimg.com/media/EzlrYp2XIAMmVJ4.jpg'],0,5,26,[],['fubo'],https://twitter.com/WallStJesus/status/1385256433424474116,False,,1,https://pbs.twimg.com/media/EzlrYp2XIAMmVJ4.jpg,,,,,,,[],,,,
1385246559563096069,1385246559563096069,2021-04-22 20:28:11 IST,2021-04-22,20:28:11,+0530,475524030,wallstjesus,JE$US,,$PLTR = Put/Call: 37k/159k,in,[],[],[],3,3,41,[],['pltr'],https://twitter.com/WallStJesus/status/1385246559563096069,False,,0,,,,,,,,[],,,,
1385244486285107201,1385244486285107201,2021-04-22 20:19:56 IST,2021-04-22,20:19:56,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/4AKBFA5vu4,und,[],[],['https://pbs.twimg.com/media/EzlghCsXEAYVew9.jpg'],0,2,20,[],[],https://twitter.com/WallStJesus/status/1385244486285107201,False,,1,https://pbs.twimg.com/media/EzlghCsXEAYVew9.jpg,,,,,,,[],,,,
1385242622076366851,1385242622076366851,2021-04-22 20:12:32 IST,2021-04-22,20:12:32,+0530,475524030,wallstjesus,JE$US,,$ROKU  Put/Call: 7477/31k,en,[],[],[],0,4,24,[],['roku'],https://twitter.com/WallStJesus/status/1385242622076366851,False,,0,,,,,,,,[],,,,
1385228160493621252,1385228160493621252,2021-04-22 19:15:04 IST,2021-04-22,19:15:04,+0530,475524030,wallstjesus,JE$US,,$PLTR = Put/Call: 8436/47k,in,[],[],[],3,5,34,[],['pltr'],https://twitter.com/WallStJesus/status/1385228160493621252,False,,0,,,,,,,,[],,,,
